table,column,domain_id,domain_name
CustomerCategories,CustomerCategoryID,0,Customer Data Management
CustomerCategories,CustomerCategoryName,0,Customer Data Management
CustomerCategories,LastEditedBy,0,Customer Data Management
CustomerCategories,ValidFrom,0,Customer Data Management
CustomerCategories,ValidTo,0,Customer Data Management
Customers,AccountOpenedDate,1,Customer-Supplier Management
Customers,AlternateContactPersonID,1,Customer-Supplier Management
Customers,BillToCustomerID,1,Customer-Supplier Management
Customers,BuyingGroupID,1,Customer-Supplier Management
Customers,CreditLimit,1,Customer-Supplier Management
Customers,CustomerCategoryID,1,Customer-Supplier Management
Customers,CustomerID,1,Customer-Supplier Management
Customers,CustomerName,1,Customer-Supplier Management
Customers,DeliveryAddressLine1,1,Customer-Supplier Management
Customers,DeliveryAddressLine2,1,Customer-Supplier Management
Customers,DeliveryCityID,1,Customer-Supplier Management
Customers,DeliveryLocation,1,Customer-Supplier Management
Customers,DeliveryMethodID,1,Customer-Supplier Management
Customers,DeliveryPostalCode,1,Customer-Supplier Management
Customers,DeliveryRun,1,Customer-Supplier Management
Customers,FaxNumber,1,Customer-Supplier Management
Customers,IsOnCreditHold,1,Customer-Supplier Management
Customers,IsStatementSent,1,Customer-Supplier Management
Customers,LastEditedBy,1,Customer-Supplier Management
Customers,PaymentDays,1,Customer-Supplier Management
Customers,PhoneNumber,1,Customer-Supplier Management
Customers,PostalAddressLine1,1,Customer-Supplier Management
Customers,PostalAddressLine2,1,Customer-Supplier Management
Customers,PostalCityID,1,Customer-Supplier Management
Customers,PostalPostalCode,1,Customer-Supplier Management
Customers,PrimaryContactPersonID,1,Customer-Supplier Management
Customers,RunPosition,1,Customer-Supplier Management
Customers,StandardDiscountPercentage,1,Customer-Supplier Management
Customers,ValidFrom,1,Customer-Supplier Management
Customers,ValidTo,1,Customer-Supplier Management
Customers,WebsiteURL,1,Customer-Supplier Management
Suppliers,AlternateContactPersonID,1,Customer-Supplier Management
Suppliers,BankAccountBranch,1,Customer-Supplier Management
Suppliers,BankAccountCode,1,Customer-Supplier Management
Suppliers,BankAccountName,1,Customer-Supplier Management
Suppliers,BankAccountNumber,1,Customer-Supplier Management
Suppliers,BankInternationalCode,1,Customer-Supplier Management
Suppliers,DeliveryAddressLine1,1,Customer-Supplier Management
Suppliers,DeliveryAddressLine2,1,Customer-Supplier Management
Suppliers,DeliveryCityID,1,Customer-Supplier Management
Suppliers,DeliveryLocation,1,Customer-Supplier Management
Suppliers,DeliveryMethodID,1,Customer-Supplier Management
Suppliers,DeliveryPostalCode,1,Customer-Supplier Management
Suppliers,FaxNumber,1,Customer-Supplier Management
Suppliers,InternalComments,1,Customer-Supplier Management
Suppliers,LastEditedBy,1,Customer-Supplier Management
Suppliers,PaymentDays,1,Customer-Supplier Management
Suppliers,PhoneNumber,1,Customer-Supplier Management
Suppliers,PostalAddressLine1,1,Customer-Supplier Management
Suppliers,PostalAddressLine2,1,Customer-Supplier Management
Suppliers,PostalCityID,1,Customer-Supplier Management
Suppliers,PostalPostalCode,1,Customer-Supplier Management
Suppliers,PrimaryContactPersonID,1,Customer-Supplier Management
Suppliers,SupplierCategoryID,1,Customer-Supplier Management
Suppliers,SupplierID,1,Customer-Supplier Management
Suppliers,SupplierName,1,Customer-Supplier Management
Suppliers,SupplierReference,1,Customer-Supplier Management
Suppliers,ValidFrom,1,Customer-Supplier Management
Suppliers,ValidTo,1,Customer-Supplier Management
Suppliers,WebsiteURL,1,Customer-Supplier Management
SystemParameters,ApplicationSettings,1,Customer-Supplier Management
SystemParameters,DeliveryAddressLine1,1,Customer-Supplier Management
SystemParameters,DeliveryAddressLine2,1,Customer-Supplier Management
SystemParameters,DeliveryCityID,1,Customer-Supplier Management
SystemParameters,DeliveryLocation,1,Customer-Supplier Management
SystemParameters,DeliveryPostalCode,1,Customer-Supplier Management
SystemParameters,LastEditedBy,1,Customer-Supplier Management
SystemParameters,LastEditedWhen,1,Customer-Supplier Management
SystemParameters,PostalAddressLine1,1,Customer-Supplier Management
SystemParameters,PostalAddressLine2,1,Customer-Supplier Management
SystemParameters,PostalCityID,1,Customer-Supplier Management
SystemParameters,PostalPostalCode,1,Customer-Supplier Management
SystemParameters,SystemParameterID,1,Customer-Supplier Management
SupplierCategories,LastEditedBy,2,SupplierCategory Management
SupplierCategories,SupplierCategoryID,2,SupplierCategory Management
SupplierCategories,SupplierCategoryName,2,SupplierCategory Management
SupplierCategories,ValidFrom,2,SupplierCategory Management
SupplierCategories,ValidTo,2,SupplierCategory Management
DeliveryMethods,DeliveryMethodID,3,Delivery and User Management
DeliveryMethods,DeliveryMethodName,3,Delivery and User Management
DeliveryMethods,LastEditedBy,3,Delivery and User Management
DeliveryMethods,ValidFrom,3,Delivery and User Management
DeliveryMethods,ValidTo,3,Delivery and User Management
People,CustomFields,3,Delivery and User Management
People,EmailAddress,3,Delivery and User Management
People,FaxNumber,3,Delivery and User Management
People,FullName,3,Delivery and User Management
People,HashedPassword,3,Delivery and User Management
People,IsEmployee,3,Delivery and User Management
People,IsExternalLogonProvider,3,Delivery and User Management
People,IsPermittedToLogon,3,Delivery and User Management
People,IsSalesperson,3,Delivery and User Management
People,IsSystemUser,3,Delivery and User Management
People,LastEditedBy,3,Delivery and User Management
People,LogonName,3,Delivery and User Management
People,OtherLanguages,3,Delivery and User Management
People,PersonID,3,Delivery and User Management
People,PhoneNumber,3,Delivery and User Management
People,Photo,3,Delivery and User Management
People,PreferredName,3,Delivery and User Management
People,SearchName,3,Delivery and User Management
People,UserPreferences,3,Delivery and User Management
People,ValidFrom,3,Delivery and User Management
People,ValidTo,3,Delivery and User Management
CustomerTransactions,AmountExcludingTax,4,Transaction Management
CustomerTransactions,CustomerID,4,Transaction Management
CustomerTransactions,CustomerTransactionID,4,Transaction Management
CustomerTransactions,FinalizationDate,4,Transaction Management
CustomerTransactions,InvoiceID,4,Transaction Management
CustomerTransactions,IsFinalized,4,Transaction Management
CustomerTransactions,LastEditedBy,4,Transaction Management
CustomerTransactions,LastEditedWhen,4,Transaction Management
CustomerTransactions,OutstandingBalance,4,Transaction Management
CustomerTransactions,PaymentMethodID,4,Transaction Management
CustomerTransactions,TaxAmount,4,Transaction Management
CustomerTransactions,TransactionAmount,4,Transaction Management
CustomerTransactions,TransactionDate,4,Transaction Management
CustomerTransactions,TransactionTypeID,4,Transaction Management
SupplierTransactions,AmountExcludingTax,4,Transaction Management
SupplierTransactions,FinalizationDate,4,Transaction Management
SupplierTransactions,IsFinalized,4,Transaction Management
SupplierTransactions,LastEditedBy,4,Transaction Management
SupplierTransactions,LastEditedWhen,4,Transaction Management
SupplierTransactions,OutstandingBalance,4,Transaction Management
SupplierTransactions,PaymentMethodID,4,Transaction Management
SupplierTransactions,PurchaseOrderID,4,Transaction Management
SupplierTransactions,SupplierID,4,Transaction Management
SupplierTransactions,SupplierInvoiceNumber,4,Transaction Management
SupplierTransactions,SupplierTransactionID,4,Transaction Management
SupplierTransactions,TaxAmount,4,Transaction Management
SupplierTransactions,TransactionAmount,4,Transaction Management
SupplierTransactions,TransactionDate,4,Transaction Management
SupplierTransactions,TransactionTypeID,4,Transaction Management
Invoices,AccountsPersonID,5,Order and Invoice Management
Invoices,BillToCustomerID,5,Order and Invoice Management
Invoices,Comments,5,Order and Invoice Management
Invoices,ConfirmedDeliveryTime,5,Order and Invoice Management
Invoices,ConfirmedReceivedBy,5,Order and Invoice Management
Invoices,ContactPersonID,5,Order and Invoice Management
Invoices,CreditNoteReason,5,Order and Invoice Management
Invoices,CustomerID,5,Order and Invoice Management
Invoices,CustomerPurchaseOrderNumber,5,Order and Invoice Management
Invoices,DeliveryInstructions,5,Order and Invoice Management
Invoices,DeliveryMethodID,5,Order and Invoice Management
Invoices,DeliveryRun,5,Order and Invoice Management
Invoices,InternalComments,5,Order and Invoice Management
Invoices,InvoiceDate,5,Order and Invoice Management
Invoices,InvoiceID,5,Order and Invoice Management
Invoices,IsCreditNote,5,Order and Invoice Management
Invoices,LastEditedBy,5,Order and Invoice Management
Invoices,LastEditedWhen,5,Order and Invoice Management
Invoices,OrderID,5,Order and Invoice Management
Invoices,PackedByPersonID,5,Order and Invoice Management
Invoices,ReturnedDeliveryData,5,Order and Invoice Management
Invoices,RunPosition,5,Order and Invoice Management
Invoices,SalespersonPersonID,5,Order and Invoice Management
Invoices,TotalChillerItems,5,Order and Invoice Management
Invoices,TotalDryItems,5,Order and Invoice Management
Orders,BackorderOrderID,5,Order and Invoice Management
Orders,Comments,5,Order and Invoice Management
Orders,ContactPersonID,5,Order and Invoice Management
Orders,CustomerID,5,Order and Invoice Management
Orders,CustomerPurchaseOrderNumber,5,Order and Invoice Management
Orders,DeliveryInstructions,5,Order and Invoice Management
Orders,ExpectedDeliveryDate,5,Order and Invoice Management
Orders,InternalComments,5,Order and Invoice Management
Orders,IsUndersupplyBackordered,5,Order and Invoice Management
Orders,LastEditedBy,5,Order and Invoice Management
Orders,LastEditedWhen,5,Order and Invoice Management
Orders,OrderDate,5,Order and Invoice Management
Orders,OrderID,5,Order and Invoice Management
Orders,PickedByPersonID,5,Order and Invoice Management
