table,column,domain_id,domain_name
nation,n_comment,0,Geographical Data Management
nation,n_name,0,Geographical Data Management
nation,n_nationkey,0,Geographical Data Management
nation,n_regionkey,0,Geographical Data Management
orders,o_clerk,0,Geographical Data Management
orders,o_comment,0,Geographical Data Management
orders,o_custkey,0,Geographical Data Management
orders,o_orderdate,0,Geographical Data Management
orders,o_orderkey,0,Geographical Data Management
orders,o_orderpriority,0,Geographical Data Management
orders,o_orderstatus,0,Geographical Data Management
orders,o_shippriority,0,Geographical Data Management
orders,o_totalprice,0,Geographical Data Management
lineitem,l_comment,1,Sales Order Management
lineitem,l_commitdate,1,Sales Order Management
lineitem,l_discount,1,Sales Order Management
lineitem,l_extendedprice,1,Sales Order Management
lineitem,l_linenumber,1,Sales Order Management
lineitem,l_linestatus,1,Sales Order Management
lineitem,l_orderkey,1,Sales Order Management
lineitem,l_partkey,1,Sales Order Management
lineitem,l_quantity,1,Sales Order Management
lineitem,l_receiptdate,1,Sales Order Management
lineitem,l_returnflag,1,Sales Order Management
lineitem,l_shipdate,1,Sales Order Management
lineitem,l_shipinstruct,1,Sales Order Management
lineitem,l_shipmode,1,Sales Order Management
lineitem,l_suppkey,1,Sales Order Management
lineitem,l_tax,1,Sales Order Management
region,r_comment,2,Region Administration
region,r_name,2,Region Administration
region,r_regionkey,2,Region Administration
customer,c_acctbal,3,Customer-Supplier Relationship Management
customer,c_address,3,Customer-Supplier Relationship Management
customer,c_comment,3,Customer-Supplier Relationship Management
customer,c_custkey,3,Customer-Supplier Relationship Management
customer,c_mktsegment,3,Customer-Supplier Relationship Management
customer,c_name,3,Customer-Supplier Relationship Management
customer,c_nationkey,3,Customer-Supplier Relationship Management
customer,c_phone,3,Customer-Supplier Relationship Management
supplier,s_acctbal,3,Customer-Supplier Relationship Management
supplier,s_address,3,Customer-Supplier Relationship Management
supplier,s_comment,3,Customer-Supplier Relationship Management
supplier,s_name,3,Customer-Supplier Relationship Management
supplier,s_nationkey,3,Customer-Supplier Relationship Management
supplier,s_phone,3,Customer-Supplier Relationship Management
supplier,s_suppkey,3,Customer-Supplier Relationship Management
part,p_brand,4,Product Supply Management
part,p_comment,4,Product Supply Management
part,p_container,4,Product Supply Management
part,p_mfgr,4,Product Supply Management
part,p_name,4,Product Supply Management
part,p_partkey,4,Product Supply Management
part,p_retailprice,4,Product Supply Management
part,p_size,4,Product Supply Management
part,p_type,4,Product Supply Management
partsupp,ps_availqty,4,Product Supply Management
partsupp,ps_comment,4,Product Supply Management
partsupp,ps_partkey,4,Product Supply Management
partsupp,ps_suppkey,4,Product Supply Management
partsupp,ps_supplycost,4,Product Supply Management
