1,1.1,9117,1.2,2009/01/27,1001,4380,2,2009/02/07,2001,9702,3,2009/03/04,3001,9972,2009/04/30,4001,306,2009/05/12,5001,5549,2009/06/08,6001,5853,2009/07/04,7001,6079,2009/08/16,8001,1376,2009/09/12,9001,1697,2009/10/24,10001,6941,2009/11/19,11001,7259,2009/12/16
2,1.0,3353.0,3.0,2009/01/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0,2778.0,2.0,2009/01/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0,4774.0,2.0,2009/01/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,3648.0,2.0,2009/01/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.0,9523.0,3.0,2009/01/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0,6358.0,3.0,2009/01/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.0,1417.0,2.0,2009/01/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,1567.0,2.0,2009/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0,1298.0,1.0,2009/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.0,9990.0,1.0,2009/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0,5130.0,3.0,2009/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0,6127.0,1.0,2009/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.0,6376.0,2.0,2009/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.0,4936.0,3.0,2009/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.0,2926.0,3.0,2009/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.0,2834.0,2.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,8078.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,698.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3.0,5260.0,1.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3.0,1923.0,2.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.0,8903.0,2.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3.0,642.0,1.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3.0,4578.0,1.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3.0,2383.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.0,3753.0,3.0,2009/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.0,5126.0,3.0,2009/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.0,5317.0,1.0,2009/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,4377.0,3.0,2009/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4.0,9309.0,3.0,2009/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,6879.0,1.0,2009/01/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.0,4402.0,3.0,2009/01/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.0,8293.0,1.0,2009/01/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5.0,2290.0,3.0,2009/01/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.0,6574.0,3.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6.0,4396.0,3.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.0,3985.0,3.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6.0,6843.0,3.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.0,4825.0,1.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,9503.0,3.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,6196.0,1.0,2009/01/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7.0,7861.0,1.0,2009/01/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.0,4471.0,1.0,2009/01/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.0,1876.0,1.0,2009/01/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.0,1032.0,1.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8.0,4955.0,3.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8.0,9848.0,3.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.0,6845.0,2.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8.0,7498.0,2.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8.0,2942.0,1.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8.0,5845.0,1.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.0,1524.0,3.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8.0,1255.0,3.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9.0,526.0,2.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.0,1763.0,1.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.0,7978.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9.0,6566.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9.0,6395.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.0,935.0,1.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.0,5203.0,1.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.0,700.0,1.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.0,4615.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,10000.0,1.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10.0,8900.0,1.0,2009/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.0,42.0,3.0,2009/01/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.0,9131.0,3.0,2009/01/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12.0,3591.0,2.0,2009/01/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12.0,5795.0,2.0,2009/01/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12.0,6874.0,1.0,2009/01/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13.0,5770.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13.0,7479.0,2.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13.0,355.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.0,8333.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13.0,8733.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13.0,9795.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13.0,9034.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13.0,6669.0,2.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13.0,1640.0,3.0,2009/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14.0,6295.0,1.0,2009/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14.0,7007.0,1.0,2009/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14.0,3288.0,1.0,2009/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15.0,5107.0,3.0,2009/01/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.0,2801.0,2.0,2009/01/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15.0,7193.0,1.0,2009/01/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15.0,4715.0,2.0,2009/01/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15.0,9444.0,2.0,2009/01/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15.0,3364.0,3.0,2009/01/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16.0,8333.0,1.0,2009/01/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16.0,6755.0,2.0,2009/01/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16.0,4820.0,1.0,2009/01/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16.0,7121.0,1.0,2009/01/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16.0,6219.0,1.0,2009/01/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16.0,4140.0,3.0,2009/01/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17.0,6092.0,2.0,2009/01/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17.0,7308.0,1.0,2009/01/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18.0,6532.0,1.0,2009/01/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18.0,5325.0,1.0,2009/01/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18.0,2605.0,3.0,2009/01/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18.0,6862.0,1.0,2009/01/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,18.0,1113.0,2.0,2009/01/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,18.0,5767.0,2.0,2009/01/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,18.0,6666.0,1.0,2009/01/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19.0,9844.0,1.0,2009/01/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19.0,8274.0,1.0,2009/01/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20.0,7649.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20.0,1212.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20.0,3839.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20.0,9431.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20.0,8620.0,1.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20.0,7937.0,2.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20.0,2973.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20.0,9097.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20.0,4982.0,2.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21.0,4637.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21.0,4960.0,1.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21.0,1805.0,3.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21.0,7276.0,1.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21.0,6032.0,2.0,2009/01/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22.0,4986.0,1.0,2009/01/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22.0,1383.0,2.0,2009/01/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23.0,8369.0,3.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,4961.0,2.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23.0,3944.0,2.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23.0,6089.0,1.0,2009/01/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
